N,P,K,temperature,humidity,ph,rainfall,label
106,81,60,24.64,80.86,5.93,114.36,banana
87,68,50,27.81,86.26,5.39,118.46,banana
135,78,42,26.57,80.36,6.13,97.5,banana
123,73,39,29.29,71.2,5.82,142.01,banana
99,73,49,27.21,80.94,6.16,92.13,banana
125,83,54,26.17,85.45,5.8,107.93,banana
86,74,54,26.5,76.88,5.64,112.99,banana
90,81,50,23.85,74.42,6.03,95.76,banana
115,89,54,30.58,79.97,6.16,97.59,banana
136,97,50,28.0,85.74,5.84,96.72,banana
113,82,51,25.8,73.43,5.99,115.46,banana
96,93,45,25.4,80.03,5.87,113.84,banana
88,92,61,27.23,85.3,5.48,117.5,banana
115,88,49,21.98,77.73,5.65,92.86,banana
101,78,45,25.39,77.44,6.35,96.67,banana
92,78,52,28.12,68.12,6.31,121.84,banana
84,74,47,25.94,81.2,5.12,91.18,banana
123,74,57,27.94,73.06,6.15,103.19,banana
93,83,52,28.57,85.01,6.06,88.09,banana
92,105,54,31.56,85.88,6.0,108.22,banana
99,68,50,29.48,77.9,6.06,114.82,banana
86,78,43,25.82,75.15,5.54,121.63,banana
86,83,46,29.42,85.54,6.25,108.27,banana
96,72,61,25.93,82.95,6.32,97.94,banana
115,88,60,26.46,75.16,5.7,107.11,banana
100,78,38,28.15,88.19,6.09,111.91,banana
108,85,55,28.01,79.05,5.58,101.61,banana
104,79,51,28.09,83.63,6.41,105.54,banana
80,79,50,24.0,85.85,5.96,109.18,banana
120,76,53,27.1,79.56,5.59,124.59,banana
94,87,38,29.42,84.51,5.94,101.88,banana
106,100,39,28.71,76.65,5.89,101.63,banana
93,81,43,29.15,73.12,6.12,100.68,banana
82,83,40,27.37,74.61,6.08,93.51,banana
93,84,45,27.2,74.24,6.15,125.78,banana
141,82,54,24.09,86.31,6.21,98.79,banana
118,79,47,28.16,76.05,6.31,91.93,banana
84,74,54,26.19,74.91,5.66,104.22,banana
82,72,62,25.75,79.01,5.75,99.54,banana
109,89,48,25.07,85.4,5.86,125.36,banana
66,83,61,26.66,79.4,6.02,97.89,banana
95,79,46,29.51,82.14,6.0,114.3,banana
96,75,46,27.3,76.06,5.7,98.41,banana
131,59,48,30.41,80.79,6.2,105.8,banana
89,64,51,25.9,77.1,5.7,125.54,banana
136,83,47,25.18,82.17,6.61,101.63,banana
64,87,55,24.45,81.01,6.08,103.72,banana
88,90,47,24.63,72.1,6.4,112.0,banana
101,78,46,25.36,78.57,5.05,95.77,banana
95,86,49,28.73,85.7,6.32,110.25,banana
100,74,54,30.32,81.67,6.67,86.29,banana
82,88,51,29.66,80.24,5.55,102.04,banana
77,72,55,28.87,81.75,5.21,100.3,banana
81,91,46,25.35,80.42,5.64,122.4,banana
88,70,37,27.24,78.05,5.33,118.87,banana
110,81,58,28.49,77.01,5.48,114.42,banana
105,83,44,28.39,77.28,5.86,121.96,banana
90,69,43,29.09,81.32,5.85,98.49,banana
107,75,51,25.98,76.71,5.65,100.1,banana
99,83,27,25.85,78.73,6.5,91.64,banana
102,93,42,28.01,77.09,5.7,94.96,banana
89,103,55,29.28,82.27,5.26,109.34,banana
116,75,55,28.57,87.71,5.73,91.43,banana
94,93,39,23.58,80.66,5.72,104.69,banana
114,77,38,30.98,76.31,5.48,117.84,banana
94,81,52,29.25,78.97,6.51,78.97,banana
111,75,58,27.56,77.61,6.17,115.32,banana
109,73,47,27.29,80.13,6.2,80.42,banana
105,79,44,25.96,79.44,4.46,96.18,banana
86,86,45,26.91,86.47,6.3,115.43,banana
92,86,48,26.95,81.94,5.66,122.52,banana
97,86,58,29.16,74.66,6.08,114.81,banana
25,21,25,33.19,45.53,5.55,110.46,mango
19,23,24,31.87,42.1,5.58,98.03,mango
27,30,25,33.56,48.3,5.08,92.98,mango
28,27,29,34.47,41.51,5.06,78.54,mango
22,27,36,31.69,47.68,5.7,95.88,mango
9,40,31,31.62,53.79,6.05,93.29,mango
16,29,30,29.58,58.61,5.85,102.0,mango
28,27,30,32.82,45.75,5.73,95.96,mango
14,38,21,28.6,57.99,6.06,84.44,mango
23,34,28,36.4,39.76,6.05,106.37,mango
25,25,27,32.09,54.99,6.0,105.1,mango
13,25,24,30.43,56.19,5.75,120.77,mango
21,27,29,29.92,49.75,6.26,95.84,mango
15,22,26,31.35,57.26,5.03,91.5,mango
20,17,24,29.84,45.32,5.8,93.09,mango
16,29,37,34.48,38.56,5.99,92.92,mango
20,25,29,31.5,46.63,5.25,90.21,mango
21,29,33,30.21,51.8,6.18,106.36,mango
19,25,29,28.9,48.94,6.07,101.12,mango
18,28,24,32.61,49.63,5.56,91.08,mango
19,24,32,30.41,59.66,6.43,85.78,mango
20,23,27,35.2,48.25,5.88,100.11,mango
13,22,22,29.43,33.0,5.97,115.24,mango
20,19,25,30.28,43.99,6.13,102.8,mango
13,30,36,35.01,67.29,5.25,122.94,mango
17,24,30,30.04,52.49,5.04,92.31,mango
27,26,29,32.15,57.12,4.87,100.55,mango
18,27,34,28.81,44.02,4.73,89.21,mango
27,26,22,30.23,41.17,5.14,98.59,mango
12,32,28,31.37,48.43,6.09,102.53,mango
22,29,27,32.28,48.07,5.7,91.95,mango
17,23,31,33.82,57.13,5.07,107.59,mango
18,30,24,31.48,51.98,4.96,100.78,mango
28,26,35,30.82,55.2,4.59,118.89,mango
28,25,19,31.78,41.44,5.92,98.82,mango
14,32,33,33.15,50.15,4.99,104.48,mango
18,20,35,35.4,49.85,6.78,95.61,mango
17,23,37,29.64,54.51,5.42,90.1,mango
26,25,26,33.47,59.68,6.02,88.15,mango
16,27,30,29.22,54.44,5.74,77.54,mango
14,24,28,34.98,51.53,5.28,96.91,mango
17,28,31,33.62,49.95,6.52,103.78,mango
15,38,30,29.53,60.02,6.74,94.37,mango
16,26,32,33.76,53.52,5.75,109.68,mango
18,32,27,32.06,49.42,5.67,90.93,mango
28,23,25,35.44,55.97,4.51,89.05,mango
9,22,13,30.93,43.25,5.73,78.45,mango
20,24,36,34.02,54.81,5.54,114.55,mango
10,19,28,35.71,48.89,5.61,80.28,mango
25,31,32,29.94,45.86,5.05,95.54,mango
13,21,26,30.22,46.87,5.93,95.49,mango
18,27,24,31.41,51.0,4.95,104.66,mango
14,27,34,33.05,50.31,5.52,104.18,mango
24,23,25,27.06,51.02,5.66,106.06,mango
22,33,25,33.48,46.93,6.09,80.11,mango
21,17,27,32.08,46.97,5.17,103.16,mango
19,24,29,36.47,57.02,6.28,99.06,mango
20,15,25,30.24,38.85,5.12,74.89,mango
19,31,34,32.03,44.32,4.73,77.13,mango
12,22,28,29.17,52.13,5.58,94.81,mango
26,21,31,31.17,48.1,6.14,103.49,mango
14,26,30,30.65,53.61,5.84,113.03,mango
10,26,24,32.41,40.4,5.87,88.4,mango
15,19,26,33.37,49.95,6.01,111.35,mango
21,24,31,30.11,47.07,4.94,103.96,mango
17,27,23,32.07,45.53,5.63,103.48,mango
24,26,20,37.19,60.58,6.06,87.17,mango
19,24,35,31.73,45.4,5.46,105.91,mango
29,34,32,30.69,30.65,5.85,94.68,mango
20,27,22,32.31,53.89,6.04,104.17,mango
23,24,28,31.38,50.75,6.2,101.14,mango
32,38,29,23.53,57.52,5.43,86.69,mango
17,24,32,28.08,43.63,5.87,100.93,mango
23,23,24,30.19,51.54,6.44,74.23,mango
18,20,20,33.13,53.37,5.92,103.91,mango
17,24,39,30.71,54.51,5.7,76.22,mango
7,24,34,32.78,55.58,5.21,110.86,mango
14,28,28,30.85,58.13,5.35,81.2,mango
20,25,45,32.55,47.64,5.17,75.9,mango
13,27,36,33.44,51.47,5.54,97.39,mango
16,35,28,31.03,36.81,5.6,103.06,mango
13,23,32,28.25,56.45,5.43,90.81,mango
13,28,41,32.76,44.91,6.27,91.53,mango
28,31,14,29.19,55.77,5.78,84.46,mango
16,17,28,35.62,54.93,6.8,103.52,mango
26,36,30,30.83,56.3,6.43,89.9,mango
15,27,33,32.8,41.55,6.66,88.29,mango
18,22,42,31.68,44.99,6.13,102.39,mango
18,31,24,30.21,38.04,5.04,112.78,mango
29,27,37,30.88,48.64,5.73,93.45,mango
18,32,29,32.62,56.29,5.89,85.0,mango
11,27,28,31.37,50.0,6.99,81.4,mango
8,28,27,31.83,53.6,6.34,79.63,mango
16,29,32,35.59,55.83,5.67,85.8,mango
16,24,32,31.71,42.16,5.48,103.48,mango
22,29,30,34.45,51.52,5.51,85.54,mango
21,14,28,30.79,41.91,5.24,102.8,mango
21,27,30,31.39,57.56,5.76,80.12,mango
29,28,26,28.69,52.48,5.64,110.44,mango
17,22,33,33.05,51.11,6.04,94.32,mango
24,145,206,22.95,85.86,5.05,86.02,grapes
12,124,199,23.07,84.82,5.58,71.69,grapes
19,135,199,24.26,80.15,5.8,71.9,grapes
28,124,191,26.87,81.7,6.33,62.35,grapes
12,125,192,23.41,79.89,6.3,67.29,grapes
23,133,201,23.68,83.33,5.68,80.8,grapes
21,116,201,19.54,83.8,6.88,63.31,grapes
24,110,204,19.37,79.93,5.56,75.46,grapes
29,132,191,31.75,79.55,5.14,73.27,grapes
16,143,196,26.82,86.0,5.52,65.07,grapes
22,150,193,20.83,83.23,5.77,70.82,grapes
13,158,186,22.19,81.7,6.77,59.0,grapes
34,141,204,18.88,83.51,5.71,79.73,grapes
17,130,194,18.86,84.02,6.21,79.27,grapes
12,144,225,21.54,87.49,5.89,58.62,grapes
21,144,191,20.8,83.58,6.0,74.28,grapes
24,137,195,24.96,79.02,6.52,64.53,grapes
29,129,202,21.33,78.75,5.3,61.16,grapes
21,134,210,21.57,79.15,5.42,73.44,grapes
31,147,207,26.99,86.89,6.13,74.77,grapes
21,115,193,23.75,81.98,6.77,70.25,grapes
30,126,196,17.15,79.57,6.21,69.66,grapes
28,134,196,34.54,81.52,6.47,66.39,grapes
27,143,202,12.03,81.85,6.49,73.82,grapes
25,111,192,25.86,83.03,6.49,68.44,grapes
25,132,190,12.52,83.09,6.07,64.65,grapes
13,139,197,26.58,87.39,5.14,64.0,grapes
21,149,183,33.48,82.21,5.96,68.02,grapes
20,144,189,25.53,80.65,5.7,90.29,grapes
25,139,211,16.69,87.06,5.0,63.45,grapes
20,138,202,22.97,81.76,5.61,57.62,grapes
27,140,215,19.85,83.88,5.89,79.12,grapes
29,134,196,28.6,83.74,5.73,58.98,grapes
21,150,211,18.24,78.3,6.51,60.51,grapes
26,124,216,19.95,85.23,6.07,71.62,grapes
11,105,197,25.03,78.42,5.56,74.09,grapes
26,130,207,17.93,80.73,6.66,70.15,grapes
23,159,186,27.78,86.79,5.87,76.48,grapes
17,123,203,27.79,85.16,6.63,69.06,grapes
30,127,209,24.84,83.14,6.17,56.76,grapes
16,133,183,27.96,84.41,6.13,60.63,grapes
31,156,201,26.35,82.41,6.21,68.64,grapes
22,142,223,16.8,81.49,5.53,82.34,grapes
19,114,206,32.52,83.79,6.08,72.87,grapes
31,121,198,21.54,78.3,5.87,78.46,grapes
26,139,201,26.42,79.4,5.88,71.14,grapes
24,135,198,21.91,91.27,6.36,72.91,grapes
21,126,198,25.26,76.16,5.37,64.5,grapes
24,129,214,16.39,79.55,6.61,70.65,grapes
28,156,193,23.3,80.98,5.22,67.12,grapes
28,138,206,21.92,79.83,6.51,65.62,grapes
24,133,214,28.66,77.91,5.52,74.23,grapes
22,126,210,24.74,81.96,6.31,66.6,grapes
32,122,206,30.97,77.67,5.86,78.74,grapes
29,129,192,28.58,85.35,5.53,59.97,grapes
24,139,197,27.2,79.67,5.15,66.21,grapes
23,128,188,14.72,80.26,6.36,79.65,grapes
30,122,188,26.28,83.71,6.16,53.49,grapes
17,131,204,27.64,82.23,6.13,70.28,grapes
27,135,200,22.46,82.04,6.19,71.74,grapes
25,148,202,20.56,84.45,5.45,60.95,grapes
25,138,187,21.89,79.98,5.81,77.15,grapes
27,131,194,17.05,86.06,6.24,63.95,grapes
27,131,197,25.98,79.58,5.86,70.57,grapes
20,140,218,20.03,76.8,5.2,68.4,grapes
19,134,201,15.78,76.36,6.12,70.68,grapes
20,112,204,30.16,82.63,5.66,69.96,grapes
14,144,200,14.96,80.9,6.19,66.94,grapes
21,117,205,20.56,75.33,5.85,77.45,grapes
20,152,204,25.49,81.41,5.97,67.49,grapes
21,138,190,18.42,78.43,6.82,73.84,grapes
24,119,206,23.22,82.44,5.61,70.88,grapes
20,122,207,16.11,83.49,6.27,62.56,grapes
18,129,202,23.04,83.1,6.71,65.54,grapes
12,141,216,25.76,78.54,5.95,60.65,grapes
26,115,196,18.78,82.18,5.85,71.01,grapes
23,120,206,23.56,78.83,6.9,73.41,grapes
22,148,218,23.07,82.84,5.6,68.42,grapes
21,134,203,26.6,82.51,5.52,62.09,grapes
19,128,210,17.99,80.73,6.38,67.2,grapes
25,130,202,22.66,83.8,5.38,66.69,grapes
24,138,214,21.84,86.24,5.74,80.23,grapes
27,121,203,23.54,83.68,5.91,67.14,grapes
31,130,208,22.67,86.8,5.73,64.69,grapes
32,126,216,28.26,81.34,5.27,69.45,grapes
23,146,215,20.38,84.2,6.31,78.19,grapes
25,108,198,18.02,81.19,6.39,72.04,grapes
29,136,187,11.2,82.25,5.91,61.78,grapes
12,123,198,27.13,82.37,6.64,61.32,grapes
28,132,206,21.62,85.02,6.12,64.16,grapes
22,129,204,17.9,81.71,6.16,69.86,grapes
31,141,199,24.88,82.69,6.16,54.99,grapes
21,114,212,23.5,81.22,6.36,72.98,grapes
16,131,196,15.08,79.73,5.93,68.68,grapes
14,145,198,23.99,83.0,5.68,73.25,grapes
20,121,205,31.26,83.97,6.37,65.43,grapes
13,149,220,31.51,80.79,5.54,61.07,grapes
12,130,216,23.09,82.71,6.55,66.37,grapes
35,155,198,20.91,83.89,5.86,60.35,grapes
30,146,201,17.49,78.11,6.04,65.6,grapes
94,21,53,28.26,82.13,6.26,55.25,watermelon
104,23,52,29.2,86.72,6.82,48.76,watermelon
99,20,58,26.96,84.85,6.95,37.55,watermelon
81,19,50,26.71,85.29,6.63,45.81,watermelon
105,20,56,29.53,85.83,6.51,41.56,watermelon
92,16,55,24.28,87.49,6.4,49.64,watermelon
101,15,47,22.09,84.36,6.21,47.6,watermelon
104,19,51,27.49,86.83,6.28,47.92,watermelon
102,19,56,27.88,83.48,6.36,54.73,watermelon
111,20,49,22.99,82.1,6.51,52.75,watermelon
85,17,53,23.2,88.41,6.25,58.25,watermelon
92,12,47,25.31,83.93,6.31,52.7,watermelon
96,16,41,26.28,84.83,7.04,45.06,watermelon
77,19,51,23.48,80.51,7.01,59.18,watermelon
69,15,58,24.55,83.63,6.29,43.97,watermelon
78,21,40,25.99,87.76,5.82,45.15,watermelon
113,19,46,27.9,88.72,6.51,45.3,watermelon
94,18,49,27.38,80.51,5.8,51.79,watermelon
93,14,41,25.54,84.94,6.66,51.11,watermelon
97,21,43,26.57,80.09,6.06,43.42,watermelon
108,16,49,23.29,84.2,6.09,53.0,watermelon
87,22,41,23.89,90.13,6.23,42.81,watermelon
101,15,45,23.31,93.41,6.3,39.15,watermelon
116,19,46,23.63,87.12,6.3,39.14,watermelon
120,15,57,28.06,82.1,6.81,46.79,watermelon
76,15,51,24.57,84.18,6.86,51.34,watermelon
88,19,50,20.46,86.39,6.56,50.82,watermelon
109,14,51,22.37,86.32,7.18,44.73,watermelon
89,14,50,23.37,86.36,6.74,53.91,watermelon
77,20,54,27.16,86.22,6.49,56.89,watermelon
122,13,55,25.33,84.71,5.79,48.99,watermelon
87,15,44,24.6,83.88,6.44,41.01,watermelon
81,18,46,27.65,85.78,6.64,59.16,watermelon
95,14,54,26.52,84.54,6.96,49.43,watermelon
99,17,45,25.66,89.29,6.58,50.89,watermelon
97,18,53,26.72,84.1,6.53,53.58,watermelon
86,17,39,26.47,87.08,6.7,48.33,watermelon
102,22,57,25.44,85.52,6.84,41.7,watermelon
95,22,54,26.24,80.58,6.38,47.16,watermelon
102,13,44,21.37,88.77,6.24,51.64,watermelon
98,12,43,23.49,82.93,6.55,45.93,watermelon
119,21,54,25.26,89.64,6.31,50.51,watermelon
101,19,53,24.55,83.5,6.66,54.99,watermelon
94,10,48,26.75,90.52,5.92,48.14,watermelon
94,22,49,23.69,86.78,6.24,43.35,watermelon
88,23,51,25.72,84.35,6.52,52.38,watermelon
102,17,54,25.55,82.17,6.16,38.83,watermelon
123,20,45,24.94,83.19,7.02,42.18,watermelon
100,16,54,25.29,79.83,6.3,44.87,watermelon
99,22,41,23.9,83.44,6.25,55.14,watermelon
96,18,46,25.96,87.43,6.11,55.39,watermelon
99,21,48,26.26,84.98,6.36,52.25,watermelon
105,12,57,21.78,83.05,6.36,53.17,watermelon
117,9,47,21.25,85.19,6.51,60.24,watermelon
100,21,52,24.63,80.87,6.51,41.75,watermelon
114,16,55,24.54,85.91,6.48,50.43,watermelon
93,18,45,23.08,88.83,6.69,51.1,watermelon
118,15,56,25.85,82.03,7.14,56.64,watermelon
97,19,47,27.16,77.93,5.99,56.58,watermelon
96,17,43,29.2,88.67,6.32,48.27,watermelon
111,24,54,29.84,82.33,6.07,43.57,watermelon
104,17,49,27.12,88.8,5.79,47.12,watermelon
108,15,46,27.54,81.23,6.28,52.67,watermelon
92,20,47,28.32,84.72,6.67,55.18,watermelon
91,8,51,25.64,86.77,6.31,48.12,watermelon
123,11,53,24.35,84.09,6.27,45.88,watermelon
105,22,52,25.71,82.14,6.61,63.64,watermelon
94,15,47,24.52,76.86,6.56,45.63,watermelon
79,20,44,24.82,89.5,5.84,41.5,watermelon
102,21,42,26.32,86.84,5.58,55.49,watermelon
109,15,56,27.77,85.41,6.22,44.86,watermelon
98,19,48,21.1,88.91,6.48,48.42,watermelon
109,23,35,26.37,80.82,6.6,51.47,watermelon
106,15,40,24.6,86.32,6.81,43.67,watermelon
111,14,51,24.48,85.65,6.76,43.34,watermelon
90,17,62,23.77,91.22,7.2,50.12,watermelon
95,14,49,22.69,84.87,7.0,47.03,watermelon
96,10,51,26.03,85.29,6.31,48.94,watermelon
105,16,51,25.93,88.47,6.67,51.86,watermelon
117,18,56,26.71,79.57,6.92,51.51,watermelon
98,18,48,25.95,83.32,6.91,50.02,watermelon
94,13,51,25.87,86.27,5.99,41.09,watermelon
106,22,44,28.68,85.95,6.4,48.31,watermelon
82,20,46,23.94,88.08,5.65,41.56,watermelon
98,18,52,24.9,92.69,6.31,49.32,watermelon
89,17,53,27.91,80.63,6.3,53.38,watermelon
106,17,52,23.88,89.77,6.8,42.63,watermelon
86,12,53,22.93,84.11,6.58,50.3,watermelon
102,12,52,24.27,84.13,6.5,51.32,watermelon
99,13,48,25.5,80.97,6.21,53.03,watermelon
83,21,56,23.01,89.17,6.34,53.21,watermelon
93,20,52,23.87,81.6,5.82,51.83,watermelon
105,19,49,23.19,83.05,6.86,47.79,watermelon
100,12,51,24.58,88.24,6.71,47.73,watermelon
97,14,42,23.79,85.69,6.53,51.59,watermelon
95,20,50,26.91,79.78,4.83,52.4,watermelon
81,16,48,28.67,86.3,6.47,55.72,watermelon
103,15,55,23.28,86.07,5.78,51.92,watermelon
101,23,42,24.3,87.57,6.53,51.78,watermelon
87,14,56,25.4,86.23,6.35,43.6,watermelon
111,19,61,26.57,94.36,5.78,25.23,muskmelon
111,8,48,27.47,90.55,6.45,29.08,muskmelon
98,17,50,28.6,89.58,6.74,25.78,muskmelon
104,13,47,28.25,88.46,5.62,22.2,muskmelon
106,14,44,26.97,91.16,6.16,33.26,muskmelon
112,21,55,26.6,89.24,5.86,29.94,muskmelon
93,11,47,28.12,92.97,6.4,21.29,muskmelon
108,14,49,29.97,90.7,6.07,26.97,muskmelon
89,15,52,32.71,93.81,6.49,26.72,muskmelon
87,17,49,29.24,92.59,6.45,23.35,muskmelon
100,12,48,31.38,93.1,6.29,32.18,muskmelon
83,12,58,28.69,91.69,5.82,26.39,muskmelon
106,12,49,27.93,92.94,5.85,29.61,muskmelon
110,15,48,28.33,90.35,6.12,23.52,muskmelon
119,20,54,29.34,89.51,6.28,28.48,muskmelon
84,19,61,30.72,95.84,6.39,28.47,muskmelon
91,20,53,29.18,95.59,6.08,23.85,muskmelon
101,12,51,25.16,94.92,6.32,22.52,muskmelon
89,16,53,29.7,90.54,5.96,27.23,muskmelon
91,17,50,29.22,94.45,5.79,16.96,muskmelon
93,24,60,32.26,91.82,5.59,15.23,muskmelon
92,16,56,30.34,92.87,5.94,20.76,muskmelon
103,19,51,26.53,93.93,6.47,20.32,muskmelon
90,19,48,31.78,93.55,6.11,24.56,muskmelon
100,14,45,30.0,94.41,6.54,30.66,muskmelon
93,23,45,26.57,87.9,6.12,22.59,muskmelon
106,17,44,27.81,91.37,5.59,20.68,muskmelon
90,22,50,29.92,88.55,6.78,29.8,muskmelon
76,14,52,29.89,90.6,6.18,22.21,muskmelon
101,21,46,30.6,90.35,5.96,27.87,muskmelon
111,20,43,27.67,94.36,6.32,20.31,muskmelon
105,14,58,31.69,93.81,6.84,24.86,muskmelon
109,22,51,28.09,88.04,6.27,27.89,muskmelon
111,19,47,24.65,91.06,6.18,23.35,muskmelon
107,24,50,28.17,91.65,6.35,21.29,muskmelon
101,18,51,29.52,93.38,5.59,27.15,muskmelon
91,12,44,29.47,91.74,5.63,26.51,muskmelon
82,17,51,30.37,96.75,5.75,24.39,muskmelon
96,18,51,27.89,91.2,5.85,28.55,muskmelon
105,20,48,27.29,89.6,6.44,20.44,muskmelon
122,11,51,31.73,93.8,6.37,20.73,muskmelon
83,20,57,27.72,89.45,5.32,20.68,muskmelon
98,23,53,29.21,91.3,6.07,30.22,muskmelon
102,8,46,26.88,90.93,6.53,24.17,muskmelon
99,22,46,32.33,90.62,6.34,23.48,muskmelon
101,18,52,27.09,89.49,7.3,22.66,muskmelon
108,10,48,28.35,93.48,5.21,25.26,muskmelon
86,18,44,26.89,91.62,5.88,22.7,muskmelon
85,9,55,26.01,91.85,6.6,22.14,muskmelon
90,17,55,26.26,91.92,5.61,23.03,muskmelon
100,13,47,25.78,92.49,6.72,20.21,muskmelon
92,19,56,25.61,91.88,6.41,24.19,muskmelon
70,19,57,28.83,89.72,6.09,31.68,muskmelon
110,19,51,27.28,91.8,6.27,26.8,muskmelon
118,21,42,29.05,94.14,6.55,22.08,muskmelon
134,11,44,29.07,97.59,5.97,23.54,muskmelon
112,16,48,29.73,92.98,6.71,29.77,muskmelon
103,18,51,29.58,92.44,6.3,29.39,muskmelon
118,10,50,27.22,91.52,6.46,27.28,muskmelon
98,9,45,30.39,85.45,6.77,26.68,muskmelon
115,16,39,29.46,95.49,6.67,21.95,muskmelon
101,14,45,30.51,89.31,5.94,20.18,muskmelon
82,17,55,28.23,88.54,6.64,31.34,muskmelon
92,15,52,31.84,91.0,5.77,27.13,muskmelon
109,17,47,30.59,93.62,5.99,24.8,muskmelon
83,19,48,27.73,92.22,6.32,28.18,muskmelon
107,16,53,29.4,91.23,6.25,24.01,muskmelon
106,15,48,32.54,94.65,6.0,26.88,muskmelon
101,18,50,30.98,93.16,6.28,28.77,muskmelon
102,17,51,28.41,92.32,6.07,21.6,muskmelon
88,11,45,28.25,92.56,6.19,15.18,muskmelon
118,21,52,32.41,89.86,7.06,20.74,muskmelon
102,11,50,29.37,91.91,6.59,25.0,muskmelon
93,14,54,27.29,94.59,6.79,17.93,muskmelon
113,25,51,29.8,94.89,6.19,25.33,muskmelon
84,17,52,29.63,94.96,5.99,22.47,muskmelon
122,16,51,28.47,90.25,6.95,22.49,muskmelon
86,15,39,27.3,89.88,6.55,21.91,muskmelon
110,22,53,28.17,92.65,5.69,24.06,muskmelon
89,19,62,29.6,87.32,6.16,25.09,muskmelon
101,14,51,26.11,89.94,6.56,20.54,muskmelon
106,11,58,27.05,91.74,6.43,22.34,muskmelon
101,19,54,30.18,91.87,6.24,34.0,muskmelon
111,13,50,27.93,91.96,5.81,22.95,muskmelon
121,19,37,31.03,95.02,6.16,27.47,muskmelon
89,15,57,28.06,87.63,6.27,24.29,muskmelon
114,17,47,30.69,92.6,6.0,29.22,muskmelon
102,17,50,26.46,90.98,6.3,23.82,muskmelon
115,17,54,28.62,94.94,6.46,24.65,muskmelon
99,13,52,28.52,91.05,6.74,19.6,muskmelon
94,21,51,28.5,92.93,6.37,18.53,muskmelon
95,23,46,27.96,90.95,6.27,22.27,muskmelon
105,17,53,26.5,91.45,6.21,26.42,muskmelon
90,20,55,26.62,91.07,6.09,35.13,muskmelon
94,23,43,26.62,90.58,5.96,23.53,muskmelon
91,13,55,31.05,94.67,6.51,24.97,muskmelon
94,13,51,26.25,89.82,6.76,32.2,muskmelon
104,21,48,25.92,93.83,6.53,24.89,muskmelon
97,20,45,27.05,89.78,6.33,20.25,muskmelon
91,14,48,25.63,92.52,6.8,25.14,muskmelon
29,147,206,22.79,92.36,6.21,108.68,apple
8,138,187,20.19,92.3,5.86,98.48,apple
20,143,187,25.78,88.4,6.75,108.49,apple
20,115,198,23.17,92.08,5.67,103.13,apple
26,134,214,21.28,91.21,6.23,96.37,apple
12,144,187,18.05,96.97,5.34,114.44,apple
20,105,196,23.72,93.19,6.26,108.73,apple
24,127,184,19.36,88.64,6.3,97.45,apple
21,131,197,26.01,91.2,6.14,112.98,apple
19,156,184,25.82,93.94,5.71,128.89,apple
8,128,186,23.63,89.52,6.07,110.74,apple
17,137,196,19.88,99.3,5.71,90.42,apple
14,121,207,23.4,93.3,5.75,109.81,apple
17,133,207,23.44,93.55,6.1,121.44,apple
21,137,210,20.94,90.16,5.43,114.43,apple
8,138,197,25.44,90.62,5.82,123.82,apple
28,127,200,23.34,93.23,5.79,125.41,apple
8,129,203,23.74,95.68,6.38,109.74,apple
27,126,208,27.13,95.34,5.94,109.28,apple
10,137,187,20.62,89.32,5.72,112.32,apple
21,127,209,22.08,90.33,5.99,132.24,apple
22,130,183,22.05,92.89,5.74,95.95,apple
14,148,213,20.38,93.98,5.43,126.64,apple
21,143,181,24.29,92.28,6.24,121.75,apple
20,127,206,22.45,90.12,5.53,97.83,apple
16,145,200,21.28,94.31,5.57,113.55,apple
18,141,183,20.47,88.2,5.8,124.71,apple
16,128,207,25.27,92.08,6.17,101.83,apple
28,155,204,17.39,90.9,6.15,108.39,apple
27,139,191,22.68,90.07,5.83,107.05,apple
27,155,184,17.79,91.69,5.29,113.06,apple
24,148,201,22.12,87.35,5.91,113.31,apple
23,126,194,18.9,86.57,5.46,96.9,apple
22,128,193,20.14,84.22,6.5,102.6,apple
17,119,208,22.96,90.23,5.74,129.38,apple
19,132,189,17.86,91.9,6.03,123.6,apple
6,122,193,22.59,91.94,5.85,116.68,apple
14,143,203,21.8,96.3,6.52,121.93,apple
1,149,206,27.62,95.39,6.53,121.39,apple
28,153,201,18.67,91.53,6.06,113.35,apple
12,117,191,24.62,96.25,6.27,123.17,apple
19,116,194,21.95,91.06,5.92,117.01,apple
25,131,179,21.39,92.41,6.39,106.92,apple
23,136,199,24.93,90.65,5.67,112.48,apple
16,139,191,23.17,92.05,5.99,108.0,apple
17,134,201,22.59,96.56,5.5,111.96,apple
10,137,187,21.9,91.37,6.01,107.07,apple
16,148,201,21.2,91.67,6.56,110.25,apple
15,127,193,21.11,89.1,5.45,104.31,apple
23,130,196,25.78,95.54,5.79,106.29,apple
14,140,196,21.63,90.27,5.59,115.8,apple
12,143,193,22.23,88.96,5.9,109.32,apple
19,148,200,20.61,90.52,6.14,125.59,apple
21,140,205,26.15,87.43,6.17,122.44,apple
11,125,190,20.78,91.1,6.0,121.26,apple
26,125,190,25.89,93.92,5.93,117.33,apple
19,139,195,23.27,88.52,5.62,105.83,apple
17,124,193,18.81,93.67,5.87,95.55,apple
14,137,193,20.86,92.11,6.04,98.24,apple
23,125,198,22.51,90.98,5.49,109.74,apple
29,120,215,21.95,92.39,5.47,104.89,apple
16,123,196,21.58,96.93,5.43,113.63,apple
21,123,205,21.6,86.07,6.16,101.43,apple
